id,observers,protesters,protest,age,gender,exclude,q5,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q12_7,q12_8,q12_9,q12_10,q12_11,q12_12,q12_13,q12_14,q12_15,q12_16,q12_17,q12_18,q12_19,q12_20,q12_21,q12_22,q12_23,q12_24,q12_25,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,sjb_1,sjb_2,sjb_3,sjb_4,sjb_5,sjb_6,sjb_7,sjb_8,q14,q15,q16,q17,q18,q19_1,q21,attention_check_1,attention_check_2,attention_check_3
01mnk09t6dk96rndvy709xla,Black,White,against,58,woman,FALSE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,4,4,5,4,4,4,3,5,4,4,3,4,4,4,1,1,3,4,2,2,2,2
028ooqc19ikp8mbqwl1ea46r,White,Black,against,20,man,TRUE,4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,2,2,5,4,3,2,6,2,2,2,3,4,3,2,2,2,7,6,4,3,1,1,1,2,1,1
03arxj1hkreuqy5vlg9f50so,Black,Black,for,20,woman,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,7,2,3,2,4,2,1,1,1,2,3,2,4,2,7,5,5,1,3,4,2,2,1,1
04gmkmjnzppyz39jdhjur850,Black,White,against,30,woman,FALSE,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,6,6,3,6,6,6,3,6,6,6,5,6,6,6,5,6,7,7,7,4,1,3,2,2,2,2
04p3z4iia9v1fvx1ubvjbnfe,Black,Black,against,35,woman,FALSE,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,2,1,6,2,2,1,6,2,2,1,2,2,2,1,2,2,7,3,6,1,3,4,2,2,2,1
04u9sf5paudi1lf3tg2jkom8,Black,Black,against,55,woman,FALSE,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,4,5,3,4,4,3,4,5,4,3,3,5,4,4,1,3,6,2,2,2,1
05670awdvd1yk2ar45ejhzaa,Black,White,against,25,woman,FALSE,2,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,6,4,4,4,3,5,5,5,6,4,4,4,3,5,3,5,7,6,7,2,3,4,2,2,2,2
075dkbekjs8tvozy7s54t44d,Black,White,for,19,woman,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,3,2,6,3,3,3,4,1,3,2,2,3,3,3,4,1,3,3,6,1,3,2,2,2,1,2
07c2e02ne4rrkizdn10n11tb,White,Black,against,22,man,FALSE,2,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,5,2,5,3,5,5,5,5,5,2,3,3,5,5,3,5,6,3,5,1,3,3,1,2,2,1
07hjwsf9ujfl8jz6u9nrar7z,Black,Black,against,25,woman,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,3,7,4,5,2,6,2,2,3,1,4,5,2,2,2,7,4,7,4,1,1,2,2,2,1
07nkki5wxiik1sbuonkkvrkj,Black,White,for,22,woman,TRUE,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,7,1,4,1,7,1,1,1,1,1,4,1,1,1,7,5,7,2,3,4,2,2,2,2
094k8qixj49yhbxp84poolww,Black,White,against,18,man,FALSE,5,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,7,1,1,1,6,2,1,1,1,1,1,1,2,2,7,2,7,1,3,2,2,2,2,2
0a0btq2eszk9uf07r0rlksqa,White,Black,against,60,woman,FALSE,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,2,3,6,1,1,1,7,1,2,3,2,1,1,1,1,1,7,7,6,1,3,1,1,2,2,1
0a332phpeeq6tp7391d402ls,Black,Black,against,26,woman,FALSE,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,3,5,4,6,1,1,2,2,3,5,4,6,7,1,7,1,3,1,2,2,2,1
0an4o2cfckjcsj1jogyrohwl,Black,White,against,21,man,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,3,5,4,3,3,5,3,3,3,3,4,3,3,3,3,7,1,7,2,3,2,2,2,2,2
0bz521ci41qrnbakp2ksr4a9,White,Black,against,51,woman,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,7,1,2,1,7,2,1,1,1,1,2,1,1,2,7,5,5,1,3,2,1,2,2,1
0c26deder9poajzqfeqk4i2w,White,Black,for,35,man,FALSE,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,2,7,1,2,1,7,2,2,2,1,1,2,1,1,2,5,3,2,1,3,4,1,2,1,1
0c9a197ev8xs38754mlg7n5n,Black,White,for,47,woman,FALSE,3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,4,6,4,4,7,4,3,4,4,2,4,4,7,4,3,7,7,7,1,3,1,2,2,1,2
0cb62k9j4s7gv6q1j4j4o8a2,White,Black,against,62,man,FALSE,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,3,2,6,6,3,3,6,3,3,2,2,6,3,3,2,3,2,5,5,1,3,6,1,2,2,1
0cmzmv07m1004k25wbsascl3,White,Black,for,33,woman,FALSE,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2,5,4,2,1,6,2,3,2,3,4,2,1,2,2,7,4,4,1,3,2,1,2,1,1
0dt6pnybelt7c683u3rhkrz2,Black,Black,against,23,woman,FALSE,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,2,7,3,3,1,6,1,4,2,1,3,3,1,2,1,7,3,7,3,2,1,2,2,2,1
0dz304t6bs836m2r0rr8yguv,Black,White,against,20,woman,FALSE,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,5,4,5,2,7,5,2,2,3,4,5,2,1,5,5,4,5,1,3,4,2,2,2,2
0ffu58tfkcwcix1c6ary5sqd,White,Black,for,28,woman,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,3,4,6,3,5,1,4,3,3,4,2,3,5,1,4,3,7,7,5,2,3,1,1,2,1,1
0fmgyl9nm9z9yto5fuvgwrd9,White,White,for,33,woman,FALSE,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,5,5,2,6,6,6,2,5,5,5,6,6,6,6,6,5,2,1,4,1,3,6,1,2,1,2
0gljlyh2alem2lgqhwyl60py,Black,Black,against,22,woman,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,2,1,7,2,3,2,5,2,2,1,1,2,3,2,3,2,7,6,7,3,3,1,2,2,2,1
0gxps78hmh8h16pcqrciazpv,Black,White,for,26,woman,FALSE,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,2,6,4,4,2,3,3,2,2,2,4,4,2,5,3,6,4,7,1,3,3,2,2,1,2
0h0atv9od3eqolnx4f29zwiz,Black,Black,for,35,man,FALSE,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,3,4,4,4,3,2,2,2,3,4,4,4,3,6,2,5,3,4,1,3,3,2,2,1,1
0h5qu5s4hzmq5ss4m8e2zjc1,Black,White,against,22,woman,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,7,1,2,1,7,1,1,1,1,1,2,1,1,1,7,1,7,1,3,1,2,2,2,2
0l0pvc9ywyy2if7jgcv20tw0,White,Black,for,24,woman,FALSE,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,6,6,3,2,5,6,5,6,6,6,5,2,5,6,3,6,3,1,6,1,3,5,1,2,1,1
0m8o16cbbnj1phky7o1813fs,Black,Black,against,50,woman,FALSE,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,2,2,5,2,3,1,4,3,2,2,3,2,3,1,4,3,7,7,7,1,3,1,2,2,2,1
0nahdspsde5suksq2jz29ci3,Black,Black,against,25,woman,FALSE,3,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,2,1,2,2,3,2,7,1,2,1,6,2,3,2,1,1,6,4,7,1,3,7,2,2,2,1
0nkyyms7ulxn3dqn3kkoh8ur,Black,Black,against,31,woman,FALSE,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,7,2,2,1,6,2,1,2,1,2,2,1,2,2,7,1,7,3,1,1,2,2,2,1
0nv0b4k9qgm1wu078gsnjvte,Black,White,for,20,sex and gender diverse,FALSE,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,7,2,2,1,7,2,2,2,1,2,2,1,1,2,7,7,7,3,1,1,2,2,1,2
0oitupk1hlk49j3k14ei5hkg,White,White,for,41,man,FALSE,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,5,4,2,5,6,5,4,5,5,4,6,5,6,5,4,5,2,1,7,1,3,6,1,2,1,2
0phphjiusepjkjws93e52ltm,White,Black,for,26,man,FALSE,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,2,5,7,1,2,1,7,1,2,5,1,1,2,1,1,1,7,7,4,3,1,1,1,2,1,1
0qcyas3ya0z1r5uqxoo9dg12,Black,White,against,45,woman,TRUE,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,7,4,7,7,7,7,7,7,7,4,7,7,7,1,7,7,4,7,1,3,4,2,2,1,2
0qe3kulrwzpdzc7c5qzk1ddw,White,White,for,20,sex and gender diverse,TRUE,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,7,7,1,3,1,1,1,2,2,2
0r70i6gcc407dwre9103wv1q,Black,White,for,56,woman,FALSE,3,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,4,2,5,1,2,3,6,5,4,2,3,1,7,4,7,1,3,4,2,2,1,2
0swt3flkyo82ardxpv5cqf9y,Black,Black,for,34,woman,FALSE,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,3,6,1,5,2,4,3,2,3,2,1,5,2,4,3,7,5,7,1,3,3,2,2,1,1
0syniue9ttaqe0o40lttrc52,Black,Black,against,20,woman,FALSE,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,4,5,4,4,4,3,4,5,4,3,4,7,7,7,5,3,2,2,2,2,1
0t2f2nn2fp0o7tw4ps8zi9di,Black,White,against,22,man,FALSE,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,2,2,5,3,4,3,4,2,2,2,3,3,4,3,4,2,7,6,7,2,1,2,2,2,2,2
0vqa99x3yb8fiyp8wg29pl9d,Black,Black,against,56,woman,FALSE,5,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3,4,5,2,2,1,6,2,3,4,3,2,2,1,2,2,6,4,7,2,3,4,2,2,2,1
0wnam12oulcnynzpq2dcdby0,Black,White,for,47,man,FALSE,3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,2,6,7,6,2,6,2,2,2,2,7,6,2,2,2,7,7,7,1,3,5,2,2,1,2
0xq7gbpyef661x9j66hexdps,Black,Black,for,33,woman,FALSE,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7,4,1,1,4,1,1,1,1,4,1,1,4,1,7,4,7,1,1,4,2,2,1,1
0yogr9aq6pmqn1ygthfcczze,White,White,against,26,man,FALSE,5,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,7,1,1,1,4,1,1,1,1,1,1,1,4,1,7,1,1,2,1,1,1,2,2,2
106qg71jzjkrlysxilc6vqha,Black,White,for,44,woman,FALSE,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,2,1,7,4,4,2,6,1,2,1,1,4,4,2,2,1,7,4,7,1,3,4,2,2,1,2
12y2or25dc9d4qh4puln3hok,Black,White,for,52,woman,TRUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,4,3,6,5,6,2,2,2,4,3,6,3,6,4,3,5,1,3,2,5,NA,NA,NA
13npq9yv51cxvjtnaokp5j4q,White,White,for,53,woman,FALSE,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,4,5,2,5,1,6,2,2,4,3,2,5,1,2,2,6,1,4,2,3,2,1,2,1,2
13uh877vu72sqbs06jm6ui1g,White,White,against,22,man,FALSE,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,2,3,5,3,2,2,5,2,2,3,3,3,2,2,3,2,4,4,3,1,3,4,1,2,2,2
13yi1fscyjb8zgf7j0pjswe2,Black,Black,for,51,man,FALSE,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3,3,5,3,4,3,3,3,3,3,3,3,4,3,5,3,4,5,5,1,3,3,2,2,1,1
15guq6xxfxwlfcnj8iedv5ug,Black,Black,for,20,man,FALSE,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,1,7,1,1,1,1,2,2,1,1,1,7,5,7,2,3,1,2,2,1,1
15pceneqrz6cb4n0hgksudt7,Black,Black,for,28,woman,FALSE,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,3,2,7,1,3,2,3,3,3,2,1,1,3,2,5,3,6,3,7,2,3,2,2,2,1,1
162oicvemoel2gvq052l37nk,White,White,for,26,woman,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,2,2,6,2,2,3,6,2,2,2,2,2,2,3,2,2,6,6,6,3,1,1,1,2,1,2
16fcbd39by1z22mle7j1kric,White,Black,for,64,man,FALSE,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,7,3,3,2,7,3,3,2,1,3,3,2,1,3,2,2,7,1,3,4,1,2,1,1
16q24q0h7ryseacrxzvw1zn0,Black,White,against,27,woman,FALSE,3,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,4,5,4,1,3,4,4,5,4,3,4,7,3,7,1,3,4,2,2,2,2
16uzyqenctwnrosqkmqdhjon,White,Black,against,21,man,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,2,2,6,1,2,1,7,2,2,2,2,1,2,1,1,2,7,2,3,1,3,1,1,2,2,1
17d6asndljxt9cmumdjsik8l,Black,Black,for,59,woman,FALSE,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,2,2,6,2,3,2,4,2,2,2,2,2,3,2,4,2,7,7,7,3,3,1,2,2,1,1
17o0xbu5fs0ovbbn5caq7wzv,White,White,against,45,man,FALSE,3,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6,4,4,1,1,4,2,4,2,4,4,1,7,4,6,5,4,1,3,4,1,2,2,2
18ixb27k0acr0jb8jki75cag,White,Black,against,46,man,FALSE,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3,3,5,5,5,3,4,3,3,3,3,5,5,3,4,3,7,3,3,1,3,2,1,2,2,1
18vn9hzljyv2xydi6urfosl2,White,Black,against,26,woman,FALSE,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2,3,2,7,5,7,1,4,2,3,6,7,5,7,7,4,1,4,6,1,3,4,1,2,2,1
19r5lhxb3x0v5xgk94bgjynq,White,White,against,20,woman,TRUE,4,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,7,1,7,2,3,2,4,2,7,1,1,2,3,2,4,2,7,7,5,5,1,1,1,2,1,1
1b82ybxed6vx2431fr8vr7x2,White,White,for,28,man,FALSE,4,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,3,4,3,5,NA,6,2,5,3,4,5,5,NA,6,6,5,5,5,5,2,1,4,1,2,1,2
1dm6rr2e4mnq0wm7rr40tfo4,White,Black,for,58,woman,FALSE,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,4,1,1,7,1,1,1,7,4,1,1,1,1,4,1,7,1,3,4,1,2,1,1
1elnwnqcuzz619bwo6wdphe4,White,Black,for,36,man,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,4,4,5,1,3,5,1,2,1,1
1g6pst4s19ztl99ie16259dd,Black,Black,against,66,man,FALSE,3,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,6,6,2,7,5,5,4,4,6,6,6,7,5,5,4,4,7,4,7,2,3,2,2,2,2,1
1ifljh1je12gzos7twacyrmj,White,Black,against,30,woman,FALSE,5,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,7,7,7,1,3,1,1,2,2,1
1kl52xlilvf0yma7xvw69pcl,Black,White,for,45,woman,FALSE,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,7,1,1,1,7,7,1,1,1,1,1,1,1,7,7,1,7,1,1,4,2,2,1,2
1l5b0icue3oeecpn2h8oj8ee,White,White,against,63,woman,FALSE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,5,6,5,3,6,4,4,3,3,6,5,3,2,4,7,5,4,1,3,2,1,2,2,2
1m6frjxrofqf7wrhmuan374v,Black,Black,against,35,man,TRUE,3,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,3,6,5,4,6,6,3,4,3,2,5,4,6,2,3,6,5,7,3,3,4,2,1,2,1
1m75oyrf917urhqlv0ox82rx,Black,White,against,24,man,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,3,5,5,1,3,5,3,2,3,5,3,1,3,5,5,2,7,4,7,2,1,2,2,2,2,2
1n7vdgg9jsux6y3mko7vcox1,Black,Black,against,20,woman,FALSE,2,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,6,2,3,2,5,2,2,2,2,2,3,2,3,2,6,3,5,1,3,2,2,2,2,1
1n81bz8qzoirbslcsux2jeyp,Black,White,against,21,woman,FALSE,3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,3,1,7,1,1,1,1,1,3,1,1,1,7,7,7,4,3,1,2,2,2,2
1pcgqz5ulw9ct8c99jvmlmfi,White,White,for,36,man,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,3,5,7,7,3,1,5,5,3,3,7,7,3,7,5,1,1,4,1,3,7,1,2,1,2
1pkgqfwkeiq859ofeg9du3a6,Black,White,for,48,woman,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,7,6,1,1,6,2,1,1,1,6,1,1,2,2,6,7,7,2,1,5,2,2,1,2
1pvaq5hbei5ttzsmb48fs02u,Black,White,for,42,woman,FALSE,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,2,6,3,3,1,7,3,2,2,2,3,3,1,1,3,7,4,7,1,3,1,2,2,1,2
1pvwcrdgnz1zojsgqwzk4yp0,Black,Black,for,47,woman,FALSE,4,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,1,1,1,6,1,1,1,1,1,1,1,2,1,7,4,5,1,3,4,2,2,1,1
1rclq3c5z3lna5z861g8q0je,Black,White,against,22,woman,FALSE,5,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,7,2,2,2,6,2,2,2,1,2,2,2,2,2,7,7,7,1,3,2,2,2,2,2
1rcmwfvxgs2887jczctvarbq,Black,Black,against,57,woman,FALSE,4,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,3,5,4,5,4,5,6,5,3,5,4,5,4,5,2,5,5,6,6,4,3,5,2,2,2,1
1t873goq2zl1vpbkj5igt709,White,White,against,34,woman,FALSE,5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,3,5,5,2,2,4,3,3,3,3,5,2,2,4,3,6,2,4,1,3,3,1,2,2,2
1u4rgokj6zz02di9pu296fui,White,White,against,55,woman,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,3,3,5,2,3,1,5,1,3,3,3,2,3,1,3,1,7,2,5,1,3,1,1,2,2,2
1v1yfizqj1j7b0ppmercgnzc,Black,White,for,31,man,FALSE,5,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,4,3,6,7,7,4,4,4,4,3,2,7,7,4,4,4,7,7,7,4,1,2,2,2,1,2
1yvdydw8yxj5in9re67dih6s,White,Black,against,35,man,FALSE,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,5,5,2,4,5,3,3,5,5,5,6,4,5,3,5,5,6,4,4,1,3,2,1,2,2,1
1yyq34cu2swmxkgmme1ptrbs,White,White,against,37,woman,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,2,3,6,2,3,1,4,2,2,3,2,2,3,1,4,2,5,1,1,1,3,4,1,2,2,2
20hlgwrxjg5yqfad8nh50htc,White,Black,against,43,man,FALSE,4,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,6,7,6,5,6,6,7,6,6,7,2,5,6,6,1,6,4,5,5,2,3,2,1,2,2,1
20q3hrjv0nnntihxn99atrkt,White,Black,against,36,woman,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,7,1,4,2,5,2,2,2,1,1,4,2,3,2,7,6,7,1,3,2,1,2,2,1
21j4mmepyqolgun1ppmue8sm,White,White,for,22,man,FALSE,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,3,4,1,6,3,2,2,2,3,4,1,2,3,6,4,7,1,3,2,1,2,1,2
21sab1yi7e06rbf2hk92vn1e,Black,White,against,22,man,FALSE,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,6,4,2,2,6,2,2,2,2,4,2,2,2,2,6,4,7,1,3,4,2,2,2,2
232uod9l5te0xzer0tllxw1r,White,White,for,27,man,FALSE,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,2,3,5,2,1,1,4,3,2,3,3,2,1,1,4,3,5,5,5,1,3,1,1,2,1,2
237hr9iwx12jqco3iagszlqw,Black,Black,against,49,woman,FALSE,4,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,2,6,4,2,2,5,1,2,2,2,4,2,2,3,1,7,5,6,1,3,4,2,2,2,1
23o3p9q1egdg7owttlhlcyjs,White,Black,against,35,man,FALSE,3,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6,6,3,7,5,5,3,5,6,6,5,7,5,5,5,5,5,4,7,2,3,3,1,2,2,1
24cwva31hsii4vg8nczirjcd,White,Black,against,32,man,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,4,4,3,3,4,4,3,4,4,4,3,3,4,4,3,5,5,4,2,2,3,1,2,2,2
252orb854xqjxid7q2ff0mdz,White,Black,against,48,man,FALSE,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,2,2,5,3,3,2,5,2,2,2,3,3,3,2,3,2,6,5,4,2,1,1,1,2,2,1
25wbbrwa19b9y2481knxi54h,Black,White,for,28,man,FALSE,5,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,5,6,7,6,5,6,5,6,5,6,1,6,5,6,3,6,6,5,5,5,1,6,2,2,1,2
26cfkq6lv14drjhqwbdqso51,White,Black,for,31,woman,FALSE,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1,1,1,1,1,6,1,7,5,6,4,1,1,1,2,1,1
27bj4e9nok2ce5q36g41azl7,Black,Black,for,27,man,FALSE,4,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,6,5,NA,3,4,5,6,5,6,5,NA,3,4,5,2,5,5,6,5,4,1,7,2,2,1,1
2877haph9wtt5a46hkkyxssd,Black,White,against,19,woman,FALSE,4,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,7,3,3,1,5,1,1,1,1,3,3,1,3,1,7,7,7,1,3,3,2,2,2,2
