id,age,highest_education_level,sex,employment_status,nationality,country_of_birth,first_language,socioeconomic_status,current_country_of_residence,student_status
4iamzgvwmtw6cacbdn0064xd,58,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
trxobki7497yi5zutst0fxi5,51,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
bwziwra7hnt0rvdl4y7qxxfh,38,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
aq0prt5vw4qhmj1qsemfa6nk,44,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
8lyqqvw9swaa4e0uvk16o9vp,38,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ueyany80pm9msc87xr6p887c,29,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
abk49i6xeysblwsb409s8dk7,40,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ykyp0iwlzgfas58l1isqitje,46,Undergraduate degree (BA/BSc/other),Male,Other,United Kingdom,United Kingdom,English,7,United Kingdom,No
nwdujh9dfqqffjsnpgicdlvp,33,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
lszp97dcg5lfgsq6htem506v,54,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
8yodyuvlupfddo4e80losyg7,33,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ghcu0tv02q8i5zd3n9b98lfj,41,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
zdhinnk2jotzn9ahy64qx4fh,55,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
h0z7hbmfkxi8xilqem6a1i8p,58,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,Spain,No
4lpq699wr4aaiv9529rv7qwy,52,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
zeawmp270miao4jf6ya7z0dt,62,Doctorate degree (PhD/MD/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
ydyfnrji9t1dpxn8o3wy7u4m,39,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
4b7deafqhrzdyp9q4pjg2fa6,65,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
viufjhpjmao0w5adqjt0yn3l,28,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
6mpbeo519yk5sbrm3syx0mnq,33,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
60siuwh3pyewa5l4wzbsyuwn,29,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
wowfn760aumsfijz4boxnkry,63,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
zzfo1zapg8ooj2f5zlu2vifz,30,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ztsjvr1wj8qiuku2bvm6tvi8,34,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
lvvnwkv1r4t1h3i07r5p1681,48,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
jhr42zwo9pjlejz3octdykvy,25,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
8ho8taguuykys3874gix6vmz,34,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
uny53kruioe0lehmvjoo8vzk,29,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
8qwz787zvk69n21v6lwc31z7,61,Undergraduate degree (BA/BSc/other),Male,Other,United Kingdom,Germany,English,8,United Kingdom,No
53qv6bw60u49bfr9drxcrmg3,64,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
3pgu3mntbxk62txe3lrc0m2f,33,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
eqcsezzfqyb461thelht9t7z,38,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,Bulgaria,Bulgarian,7,United Kingdom,No
emyekdi9fzmo5piaajut6s93,56,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
dvaw95ccohtdsxxney2p7pv3,47,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
icqcod87lo0v81smvfzkmvlg,33,Graduate degree (MA/MSc/MPhil/other),Male,Other,United Kingdom,United Kingdom,English,9,United Kingdom,No
7f881rrsjc7zh71gsl7600d6,38,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
solvt27suuccx3lmlifk063x,38,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
vgpq8p788slpiznn9f00ys3b,67,Doctorate degree (PhD/MD/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
d76uf0zamoj7ktt286zse3wy,29,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
tcwl0rqqrufmot81nbz6gtcb,36,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
fy2o7awy0o01wju5ggll0qci,53,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
vmqmbv8s3rhrkqxp0v6svqvm,45,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
p1q34quqxaim84c38g1drvi4,69,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
gh4l54nqij3i2or25lep4ps8,49,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
zkoc2qdoxbqgsvv9ikcyuw96,40,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
djunbvwppfyy6nlgazi2klv3,47,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
41tygpb44bif0yhizuj974i4,28,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,Romanian,7,United Kingdom,No
8rb2pd3yhxg8ab13mgwj4grm,28,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
5s8qhid7rhq7izv14gr9i9s5,37,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
i4ecj4k2mbtmhi8lbulavgsj,34,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
0qcyas3ya0z1r5uqxoo9dg12,34,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
l2iftqcq55ogvsulft6cnwq2,28,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
2dkd70k6681b8lmt8bcf9o8b,47,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,Bermuda,English,8,United Kingdom,No
imt27hiwgosva6vyez98wyzp,38,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
rcehzngmsezl22w0vd3tzgfk,67,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
8wxdm3ksgg6mryj50balfrbj,45,Undergraduate degree (BA/BSc/other),Male,DATA EXPIRED,United Kingdom,United Kingdom,English,8,United Kingdom,No
1kr717lzbojlr1a6ozfjxmxf,44,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
8er4g7yd1hbme899udltk5c5,33,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
969z9ol0ili3cyytx396k7gd,73,Graduate degree (MA/MSc/MPhil/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
bwrsbrcfl5m9my4cq2lrttf8,36,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,Ghana,English,7,United Kingdom,No
o4fzlbnroowroqtqnd0r1875,29,Undergraduate degree (BA/BSc/other),Female,Other,United Kingdom,Thailand,English,7,United Kingdom,No
iwqjrlnvxesgshm6w78iu8eq,56,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
6l0v1wj7slmjk4tfls3gyt7n,29,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
b4r3buj9rod7slurxy400jot,41,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
rlh2no5dwjbmcucwgderkkfb,64,Graduate degree (MA/MSc/MPhil/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
79dqgub4ham8bd1u5sfozd8i,66,Graduate degree (MA/MSc/MPhil/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
md1faxnf4arlac0vsslligw4,31,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
34zhiwyvwrgl86mhlt73h64o,34,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
baj8fj7xewy0hu02pduekg89,34,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
3vsinn3p5mswq4pkmodw3w3f,33,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
94kn7ze3o66qacrjvm38xiuk,37,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
15guq6xxfxwlfcnj8iedv5ug,60,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
61e8uipjmeh8l2uyedvj4owd,41,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
aqd5vg27yloc7cijengesq5l,47,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
vj6y5y0ewcn66dl9yiyocrwk,46,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,Japan,English,7,United Kingdom,No
36vah0gkeq8eups9dmmxfru6,76,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
dnhrlmwte0jo6chbl858tnjj,35,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
rc6owyfx37obshlj5dsnzatv,33,Doctorate degree (PhD/MD/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
4y38bwubsnxalrgpoempf3u6,40,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
2jpxmcmnct1ntslgmc7iy4ek,34,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
106qg71jzjkrlysxilc6vqha,28,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
65clufuek5hozocl6kxkq75m,30,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,Pakistan,Urdu,7,United Kingdom,No
s7vl3ju2d12kese82jich4mk,31,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
7srhp369t8xzvqafdvquav24,28,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
kx47edv4mijrqw429mkk1ll7,49,Undergraduate degree (BA/BSc/other),Male,Unemployed (and job seeking),United Kingdom,United Kingdom,English,7,United Kingdom,No
as5cq7es30whl80p9n0tdyvr,46,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
cf8nsnrhhjkq7lexy9wm86cn,43,Doctorate degree (PhD/MD/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
h5bzfrapzlipuezdni92p7cy,38,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
lnyv6d7j0s8lwxt1d4hcy5qc,38,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
qx6ma4fvyykfxo751xhaz62k,39,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
4ehm3s9lhq8xip7ttzsy6g8t,32,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
74eug9uz30ybekj37diqt8i8,52,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
pm18raba4frpl9au5nsiqju8,64,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
y7wjm6ixeikzl51flo6il8wt,70,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,French,7,United Kingdom,No
2faoa5j153nrmbokzg1f3ani,31,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
6ni122uc9wt2gsfnfcgrhf7w,39,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
g436dj7ig3rp9rh4qs5lgj6m,44,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,Spain,No
ri2plra2d7y2j1uojrv578gr,29,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
gp822fstq9mclnjetink1dky,44,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
63p0nds0wrwir3adpkoqp54x,33,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
lospillsd3pm79fo2jinpj7v,52,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
7m7ghxoialhdx871x684f0z7,31,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
2qo2wijakyzudnyfjnsqyh5o,26,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
b502ooejox171qxvtsdkahrp,59,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
eoq35sn1s4uvom85bzv2h65h,66,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,Chile,No
zgdschua32zi2cyaqw25uvw1,36,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
yto7qxtnpwk4oq1von7haq8r,59,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
1pvwcrdgnz1zojsgqwzk4yp0,42,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,South Africa,English,8,United Kingdom,No
n7x2xphbf3j5t8ckg2uc80au,32,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
o3gwpxd7nxowy0v3x0hp8zaw,34,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
qx0ud3p560ztxg7t2p2bshm5,42,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
g2fsnh12a142izsixrx4q329,50,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
caqnv74lqt49mv3e9tmf2ro5,35,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
7s84mkwopzal1mv9he7iyhn4,26,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ofj0xbikqo3g17a3mqs6aog4,34,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
lule1texjp64spog919sdinh,28,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,Germany,German,7,United Kingdom,No
jmxbpq4chu9m1xrytkppthw8,25,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
2fb7qsg10csy9ywy7y4d73xe,50,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
04gmkmjnzppyz39jdhjur850,41,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
q1r5e7pn5cpxksdjusfiqz2v,31,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ngfp7q9ayoygg7u85oqq6uj7,30,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
9suyes4r7jsle3xc2h19m2bu,50,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
t7qfti7lz4zwuyifilruqdrm,59,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ul87aslj7fkvwvlbsfp2rk12,68,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
vto2i9h7sxhq206w1a3ytkvj,64,Graduate degree (MA/MSc/MPhil/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,8,United Kingdom,No
72x9qpw1x7yhe8xh4rijgpqr,56,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
ni04m6rnzzxhijbcty2xyeri,41,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
1g6pst4s19ztl99ie16259dd,25,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
9p0tvkx4jftxsk8kcl43nbpc,26,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
ts8ukeptdgttnpia38tdtwv2,51,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
stj7pak2wyws3f5mlydrbv3y,30,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
1m75oyrf917urhqlv0ox82rx,37,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
3w5xc66fwcsdmg3niwwtv07z,52,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United States,No
1m6frjxrofqf7wrhmuan374v,31,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
s4w68jxe3dc5tg07a5b8r56t,34,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
zxdxipyiewwf5r3rl6kftt4e,26,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
k5gi4xyc2ecwxbq86x5yj7t7,34,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
bwnnxjsqt9lq39tqrtfim1fy,38,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,10,United Kingdom,No
wzqp0n6mzhm4w1ih3hcwr10d,34,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
bxin8bu5w0uz96004slvnd2w,30,Doctorate degree (PhD/MD/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
6gqb55er4hz4qm50d4qyloli,40,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,9,United Kingdom,No
li02g2fkdh2803iz3vmv6gkh,36,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
ze2ngq6rasewiv0vc4why60k,25,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,Germany,English,7,United Kingdom,No
2hvrl057cslhvrn2uge932w7,46,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
anfr772fcmrgfsnljwwk9xv7,31,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
hd9luoh6jut2vyiqwan5ziwd,38,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
hoj4pf72qgx1c0jqdk4pj0bu,49,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
y87yrsmoplvtblrlf5jpudbe,44,Graduate degree (MA/MSc/MPhil/other),Female,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
2rmg4eulki6qdogdun66771j,33,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
h5i17ravvgb29o2nh8prcs6o,39,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,Hindi,7,United Kingdom,No
de39vm1nrm4ohib7fzuoj7zu,31,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
e8mxwx8m20ax0mzo6p3uqyta,37,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
tfdscsgijkuzlkudluna7rsx,39,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
jdyehla1t6zg8gqmfjuxhk4c,38,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,South Africa,English,7,United Kingdom,No
sife0ywhv06qq64cx54fl1c8,44,Graduate degree (MA/MSc/MPhil/other),Female,Other,United Kingdom,United Kingdom,English,7,United Kingdom,No
o8edy0yipfnhgua230wtaklf,46,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
8k03umlccp151sefzenttynp,41,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
0wnam12oulcnynzpq2dcdby0,36,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
hxdy0izelvvxinlq202jkvoe,61,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
kolgi3xrekhyptpgniqkm86l,42,Doctorate degree (PhD/MD/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
of5ldn7tlw64zvwb3q3f2k27,33,Doctorate degree (PhD/MD/other),Female,Full-Time,United Kingdom,United Kingdom,English,8,United Kingdom,No
hl1oazx034dm22cc26vqm31l,42,Undergraduate degree (BA/BSc/other),Female,Part-Time,United Kingdom,New Zealand,English,7,United Kingdom,No
pdjz8juu169o4kpheyh3nhus,40,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,8,United States,No
pup65mby22cgxgrdrp276vpr,46,Undergraduate degree (BA/BSc/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
adfty21x98dc04vqdkks4ywd,65,Undergraduate degree (BA/BSc/other),Male,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
jvozdz4ag3nriinug3p16vhf,37,Graduate degree (MA/MSc/MPhil/other),Male,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
rvdlinedz4mfmgz1luhfklqy,52,Graduate degree (MA/MSc/MPhil/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
phsklrlhthqq98s7h1gw8nme,29,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
dr14pba2att3dles5vxo2xvq,37,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
xtrzjlpwb4wjxrnb5m80698h,67,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
9u92ho87r0ssvp9so7nkeu7o,53,Undergraduate degree (BA/BSc/other),Female,"Not in paid work (e.g. homemaker', 'retired or disabled)",United Kingdom,United Kingdom,English,7,United Kingdom,No
8pwicjtzf931zlgf6tji6k7a,51,Undergraduate degree (BA/BSc/other),Male,Part-Time,United Kingdom,United Kingdom,English,7,United Kingdom,No
af38b4oiyx4csamhpp74ol8d,26,Undergraduate degree (BA/BSc/other),Female,Full-Time,United Kingdom,United Kingdom,English,7,NA,No
